1 1 1 1 0 0 0 0 0 0 0 3276.686925 6 4 5 2
0 0 0 0 0 0 0 0 0 0 0 7508.981844 15 2 1 1
0 0 0 1 0 0 0 0 0 0 0 7183.70737 8 5 2 1
1 1 0 0 0 0 1 0 0 0 0 1574.355593 6 2 7 2
1 0 0 0 0 0 0 0 0 1 1 2210.296505 9 5 4 2
1 0 0 0 0 0 0 0 0 0 0 4857.264352 13 5 4 1
0 0 0 1 0 1 0 0 0 0 0 2239.017581 12 6 2 1
0 0 0 1 0 0 0 0 0 1 1 5352.086245 7 7 4 2
1 0 0 1 1 1 1 1 1 0 0 2248.468255 7 5 1 2
0 0 0 0 0 0 0 0 0 1 0 3906.907682 6 3 3 2
1 1 1 1 1 1 1 0 0 0 1 2599.983877 3 3 5 2
0 0 0 0 0 0 0 0 0 1 0 7672.490285 11 3 1 1
1 1 1 0 0 0 1 1 1 0 0 1156.194801 8 9 2 2
0 0 0 1 1 0 1 1 1 1 0 2130.013234 10 5 2 2
0 0 0 0 0 0 0 0 0 0 0 7973.416816 11 6 4 1
1 0 0 0 0 0 1 0 0 1 0 2757.785693 5 5 3 2
1 0 0 1 0 0 1 0 0 1 1 2213.537612 9 4 7 2
0 0 0 1 0 1 1 0 0 1 1 4351.264802 7 6 4 2
0 0 0 1 0 0 0 0 0 1 0 7804.970361 16 5 3 1
0 0 0 1 0 0 0 0 0 1 1 2514.505085 7 2 7 2
0 0 0 0 0 0 0 0 0 0 0 4962.424579 6 6 3 2
0 0 0 0 0 0 0 0 0 0 0 2743.435359 15 6 1 2
1 1 0 1 0 0 1 0 0 0 0 4359.876172 6 7 4 2
1 1 1 1 1 1 1 1 1 0 1 1706.015432 10 8 6 2
0 0 0 1 0 0 1 0 0 0 1 7649.671938 13 3 3 1
0 0 0 0 0 0 0 0 0 0 1 2565.925572 9 8 6 2
0 0 0 0 0 0 0 0 0 1 0 4322.426406 7 5 7 2
1 0 1 1 1 0 1 1 0 1 0 2901.739063 6 7 4 2
0 0 0 0 0 0 0 0 0 1 0 3638.586806 6 6 3 2
0 0 0 0 0 0 0 0 0 0 0 6802.064013 14 3 4 1
0 0 0 0 0 0 1 0 0 1 1 2734.814139 8 5 3 2
0 0 0 0 0 0 0 0 0 0 0 2582.566912 8 3 2 2
0 0 0 1 1 0 1 0 0 1 0 4570.069623 14 5 1 1
1 1 1 1 1 1 1 1 1 0 0 2210.884294 10 5 5 2
1 1 1 1 1 0 1 1 1 0 1 3665.164648 6 13 5 2
1 1 1 1 0 0 1 0 0 0 1 2821.312771 8 8 3 2
1 1 0 1 1 1 1 1 1 0 0 909.723758 9 8 6 2
1 1 1 1 1 1 1 1 1 1 0 2168.65483 7 5 6 2
0 0 0 0 0 0 0 0 0 0 0 2549.185322 6 8 7 2
0 0 0 0 0 0 0 0 0 0 1 6931.471266 10 3 3 1
0 0 0 0 0 0 0 0 0 1 0 4069.623779 6 9 3 2
0 0 0 0 0 0 0 0 0 1 0 3570.409606 6 4 3 2
0 0 0 0 0 0 0 0 0 0 0 5914.088925 12 4 2 2
1 1 0 1 0 0 0 0 0 1 1 2419.584053 7 9 5 2
0 0 0 0 0 0 0 0 0 0 1 5762.920716 12 2 1 1
0 0 0 1 1 0 1 0 0 0 0 3738.090737 8 7 4 2
0 0 0 0 0 0 0 0 0 1 0 3655.906234 5 5 3 2
1 1 1 0 0 0 0 1 0 0 1 3725.314829 9 2 4 2
1 0 0 1 1 0 0 0 0 0 0 3880.232965 5 5 3 2
0 0 0 0 0 0 0 0 0 1 0 4507.410402 6 4 5 2
0 0 0 0 1 0 0 0 0 0 0 3443.21548 7 9 6 2
0 0 0 0 0 0 0 0 0 0 1 6619.702546 11 6 1 1
1 0 0 0 0 0 0 0 0 1 0 6483.116145 9 5 1 1
0 0 0 0 0 0 0 0 0 1 0 8899.619698 11 3 2 1
0 0 0 0 0 0 0 0 0 1 1 6710.957682 11 7 3 1
1 1 1 1 0 0 1 0 0 0 0 2341.26006 5 10 3 2
1 0 0 1 0 0 0 0 0 0 0 2923.527389 8 5 2 2
0 0 0 1 0 0 0 0 0 0 0 8628.62382 13 4 3 1
1 1 1 0 0 0 0 0 0 0 0 3080.575784 10 7 1 1
0 0 0 0 0 0 0 0 0 0 0 7624.402714 11 4 4 1
1 1 1 1 1 0 1 1 1 0 1 1629.934621 8 10 3 2
0 0 0 1 0 0 0 0 0 1 0 5270.712758 10 5 2 1
0 0 0 1 1 0 1 0 0 1 0 4096.275207 10 4 5 1
0 0 0 1 0 0 0 0 0 0 0 5269.477601 10 6 2 1
1 0 0 1 1 1 0 0 0 1 1 3517.591696 11 8 2 1
1 0 1 0 0 0 1 1 1 1 0 6264.368421 12 2 1 1
1 0 0 0 0 0 0 0 0 0 0 3230.099426 7 6 4 2
0 0 0 1 1 0 1 0 1 0 0 1669.650713 6 3 7 2
0 0 0 0 0 0 0 0 0 1 0 3424.886511 11 6 4 2
1 1 1 1 1 1 1 0 0 0 0 2158.614817 11 8 1 2
0 1 0 1 0 0 0 0 0 0 0 2316.217412 11 7 2 2
1 1 1 1 1 1 0 1 1 0 1 3883.911001 6 9 5 2
1 1 1 1 0 0 1 1 0 0 0 3571.82598 14 5 1 1
1 1 0 0 1 0 1 0 0 0 0 2995.043621 8 5 4 2
1 0 0 1 0 0 0 0 0 0 1 3083.74643 7 8 8 2
1 0 0 1 0 0 0 0 0 0 1 2779.263173 5 7 3 2
0 0 0 0 0 0 0 0 0 0 0 7510.62526 11 1 1 1
1 0 0 1 0 0 0 0 0 0 0 4889.405856 7 8 5 2
1 0 0 1 0 0 1 1 0 0 0 3327.006736 7 5 5 2
0 0 0 1 0 0 1 0 0 0 1 4907.257025 9 5 3 2
0 0 0 1 0 0 0 0 0 1 0 6411.475587 9 5 1 1
0 0 0 0 0 0 1 0 0 0 1 5812.32266 9 9 3 2
0 0 0 0 0 0 0 0 0 0 0 6637.421708 11 6 2 1
1 1 1 1 1 1 1 0 1 0 0 2756.263606 4 7 2 2
0 0 0 1 1 1 1 1 1 0 0 4085.950098 11 4 5 2
0 0 0 1 0 1 0 0 0 1 0 4339.739972 8 5 1 1
0 0 0 0 0 0 0 0 0 1 1 6555.986713 12 3 1 1
1 1 1 1 1 1 1 0 0 0 1 3458.51346 7 10 2 2
0 0 0 0 0 0 0 0 0 0 0 5511.302571 14 1 3 1
0 0 0 0 0 0 0 0 0 0 0 6086.563051 9 6 2 1
0 0 0 0 0 0 0 0 0 1 0 2965.917135 9 7 3 2
0 0 0 0 0 0 1 0 0 0 0 5692.051962 7 6 4 2
0 0 0 1 0 0 0 0 0 1 0 4027.851967 15 5 2 1
0 0 0 0 0 0 0 0 0 0 1 7049.834175 13 6 3 1
1 0 0 0 0 0 0 0 0 1 0 2372.01553 6 3 4 2
0 0 0 1 1 0 0 0 0 0 1 1405.398631 7 10 6 2
1 1 1 1 1 0 1 1 1 1 0 2772.960814 7 7 4 2
0 0 0 0 0 0 0 0 1 1 0 1178.07461 9 7 5 2
0 0 0 0 0 0 0 0 0 0 0 2360.792605 9 12 4 2
1 1 1 1 1 0 1 1 1 1 1 2925.199978 4 5 6 2
1 0 0 0 0 0 1 1 0 0 0 3187.744639 11 6 1 2
0 0 0 0 0 0 1 0 0 0 0 6687.859115 14 2 1 1
1 0 0 1 1 1 1 1 0 0 0 1846.088295 9 5 5 2
0 0 0 0 0 0 0 0 0 1 0 4092.699365 5 6 5 2
0 0 0 1 0 0 0 0 0 0 0 2096.463703 8 10 4 2
1 1 1 1 1 0 0 1 0 1 0 2785.717944 5 10 1 2
1 1 1 1 1 1 1 1 1 1 0 3442.593202 7 6 4 2
0 0 0 1 0 0 0 0 0 0 0 5123.837044 12 3 1 1
1 1 0 0 0 0 1 0 1 0 1 3654.129945 6 8 1 2
0 0 0 0 0 0 0 0 0 0 0 7462.726799 12 3 1 1
1 1 1 1 1 1 1 1 0 0 0 1804.01443 6 6 5 2
1 0 0 0 0 0 1 0 0 0 1 4078.783545 5 10 5 2
0 0 0 0 0 0 0 0 0 1 0 4747.049842 10 5 4 1
1 1 0 1 0 0 1 1 1 1 1 3353.152342 12 4 4 1
1 0 0 0 0 0 0 0 0 1 0 2509.81614 8 12 6 2
1 1 0 1 1 1 1 1 0 0 0 2895.423732 6 6 5 2
0 0 0 0 0 0 0 0 0 0 0 7077.515482 11 6 3 1
0 0 0 1 1 0 0 0 0 0 1 5965.056233 11 3 3 1
0 0 0 1 0 0 0 0 0 0 1 4917.9884 10 14 4 2
1 0 0 0 0 0 0 0 0 0 1 2900.826995 9 4 1 2
1 1 1 1 0 0 1 1 1 0 0 3673.938311 10 2 1 1
0 0 0 1 1 0 1 1 0 1 0 3805.828117 8 7 3 2
0 0 0 0 0 0 0 0 0 0 0 5625.047308 13 5 3 1
1 0 1 1 1 1 1 0 0 0 1 1749.070499 7 9 2 2
1 0 0 0 0 0 0 0 0 1 0 6825.841288 12 3 4 1
1 1 1 0 0 0 0 0 0 0 1 7453.549182 11 4 3 1
0 0 0 1 0 0 0 0 0 1 0 6093.440465 10 7 2 2
1 1 0 0 0 0 0 0 0 0 1 3030.756608 10 5 7 2
0 0 0 0 0 0 0 0 0 0 0 6492.408035 12 7 2 1
1 1 1 1 0 0 0 0 0 1 0 3516.482082 9 4 5 2
0 1 0 0 0 0 0 0 0 0 0 3721.683795 8 12 5 2
0 0 0 0 0 0 1 1 0 0 0 3240.15282 8 8 2 2
1 0 1 1 0 0 0 0 0 0 0 2754.622254 7 7 2 2
1 1 1 1 1 1 1 0 0 0 0 6256.853244 8 2 2 1
0 0 0 1 1 0 1 1 1 1 0 2329.82222 7 5 3 2
1 1 1 1 1 1 1 1 1 0 0 2804.501703 8 8 4 2
0 0 0 1 0 0 1 0 0 0 0 2357.163187 9 4 1 2
0 0 0 0 0 0 0 0 0 0 0 7987.376277 9 2 5 1
0 0 0 0 0 0 0 0 0 0 1 5533.207286 11 2 2 1
0 1 0 1 0 0 1 0 0 0 0 1642.302031 8 5 7 2
1 0 0 1 0 0 1 1 1 0 0 1461.979814 8 6 3 2
1 0 0 0 0 0 0 0 0 0 1 3022.00871 10 10 7 2
1 0 0 1 1 1 1 1 0 0 0 2145.640321 6 3 1 2
1 0 0 1 1 0 1 0 0 0 1 3138.779828 7 8 4 2
1 0 0 1 0 0 0 0 0 0 1 2590.963199 9 0 1 2
1 1 0 1 1 0 0 0 0 0 1 1797.190643 5 2 2 2
1 1 0 1 0 0 1 1 0 1 0 947.832564 6 3 4 2
1 0 0 0 0 0 1 1 1 0 0 4071.788533 8 5 3 2
0 0 0 1 1 1 1 1 1 1 0 2809.140583 7 10 7 2
0 0 0 0 0 0 1 0 0 0 0 6933.478185 11 3 3 1
0 0 0 0 0 0 0 0 0 0 1 2551.684305 8 2 3 1
1 0 0 1 1 1 1 0 0 1 0 3737.70134 10 9 4 2
1 0 0 0 0 0 1 1 1 1 1 2466.401394 9 6 5 2
1 1 1 1 1 0 1 1 1 0 0 2219.293124 12 8 5 2
0 0 0 0 0 0 0 0 0 0 0 4278.931828 7 1 5 2
1 1 0 1 1 1 1 0 1 0 0 2715.297992 5 8 2 2
1 1 1 1 1 1 1 1 1 1 0 3147.649136 6 11 4 2
1 0 0 1 0 0 1 1 1 0 1 4458.176771 12 4 1 1
0 0 0 0 0 0 0 0 0 0 0 7407.541021 8 4 4 1
0 0 0 0 0 0 1 0 0 0 0 4797.921325 14 6 2 1
1 1 1 1 1 1 1 0 0 0 1 2951.478878 9 5 3 2
0 0 0 1 1 0 1 1 0 1 0 2909.177601 5 7 3 2
0 0 0 1 0 1 0 1 1 0 0 2491.348252 9 11 3 2
1 0 1 1 0 0 0 0 0 0 0 6068.511088 12 5 4 1
0 0 0 0 0 0 0 0 0 0 1 5223.415599 8 6 1 1
1 1 0 1 1 0 1 0 1 1 1 3005.011719 7 10 2 2
1 1 0 0 0 0 0 0 0 1 0 2760.481867 7 9 1 2
1 0 0 1 0 0 1 0 0 1 1 1848.694304 5 6 5 2
1 1 0 1 1 0 0 0 0 1 0 1626.068057 12 0 4 2
0 0 0 0 0 0 0 0 0 1 0 2790.794856 8 9 3 2
0 0 0 0 0 0 0 0 0 1 0 5443.910725 12 5 5 1
0 0 0 1 1 0 0 0 0 0 1 4212.62961 11 9 4 2
0 0 0 0 0 0 0 0 0 0 1 4061.890085 6 7 2 2
0 0 0 0 0 0 0 0 0 0 0 7062.274407 10 5 4 1
1 1 0 1 0 0 1 1 1 1 0 1807.754255 12 4 5 1
1 1 0 1 1 0 0 0 0 0 1 3331.308641 9 4 4 2
1 1 1 1 1 0 1 0 0 1 0 720.93964 7 6 3 2
0 0 0 1 0 0 0 0 0 0 1 4975.05458 9 5 6 2
0 0 0 0 0 0 0 0 0 0 0 3674.610891 8 6 3 2
0 0 0 0 0 0 0 0 0 1 0 5417.557101 7 2 2 1
0 0 0 0 0 0 0 0 0 0 0 6903.351832 10 3 2 1
1 0 0 1 0 0 1 0 0 0 0 2881.063915 7 8 6 2
1 1 1 1 0 1 1 1 0 0 0 1296.753523 9 7 2 2
1 0 0 1 1 0 1 0 0 1 0 2238.90138 12 8 3 2
0 0 0 1 0 0 0 0 0 1 0 4484.251986 9 1 4 1
0 0 0 0 0 0 0 0 0 0 0 6512.463598 13 7 2 1
0 0 0 0 0 0 0 0 0 0 0 8120.192072 13 2 3 1
0 0 0 0 0 0 0 0 0 0 1 3625.523766 5 9 3 2
0 0 0 0 0 0 0 0 0 0 0 10140.362517 13 6 3 1
1 1 1 1 1 1 1 1 0 1 0 2603.937334 9 7 4 2
